country_code,country_name,year,non-resident,resident,total
DNK,Denmark,1995,250.0,1234.0,1484.0
DNK,Denmark,1996,196.0,1309.0,1505.0
DNK,Denmark,1997,218.0,1319.0,1537.0
DNK,Denmark,1998,166.0,1543.0,1709.0
DNK,Denmark,1999,131.0,1656.0,1787.0
DNK,Denmark,2000,140.0,1730.0,1870.0
DNK,Denmark,2001,188.0,1757.0,1945.0
DNK,Denmark,2002,169.0,1815.0,1984.0
DNK,Denmark,2003,153.0,1772.0,1925.0
DNK,Denmark,2004,138.0,1877.0,2015.0
DNK,Denmark,2005,165.0,1658.0,1823.0
DNK,Denmark,2006,188.0,1503.0,1691.0
DNK,Denmark,2007,197.0,1660.0,1857.0
DNK,Denmark,2008,195.0,1634.0,1829.0
DNK,Denmark,2009,131.0,1518.0,1649.0
DNK,Denmark,2010,142.0,1626.0,1768.0
DNK,Denmark,2011,197.0,1574.0,1771.0
DNK,Denmark,2012,229.0,1406.0,1635.0
DNK,Denmark,2013,193.0,1341.0,1534.0
DNK,Denmark,2014,206.0,1377.0,1583.0
DNK,Denmark,2015,270.0,1462.0,1732.0
DNK,Denmark,2016,298.0,1552.0,1850.0
DNK,Denmark,2017,282.0,1490.0,1772.0
DNK,Denmark,2018,239.0,1262.0,1501.0
DNK,Denmark,2019,228.0,1351.0,1579.0
DNK,Denmark,2020,217.0,1261.0,1478.0
DNK,Denmark,2021,186.0,1090.0,1276.0
DOM,Dominican Republic,1983,66.0,25.0,91.0
DOM,Dominican Republic,1986,135.0,14.0,149.0
DOM,Dominican Republic,2000,63.0,5.0,68.0
DOM,Dominican Republic,2001,146.0,11.0,157.0
DOM,Dominican Republic,2002,172.0,11.0,183.0
DOM,Dominican Republic,2003,184.0,18.0,202.0
DOM,Dominican Republic,2004,181.0,24.0,205.0
DOM,Dominican Republic,2005,217.0,8.0,225.0
DOM,Dominican Republic,2006,280.0,15.0,295.0
DOM,Dominican Republic,2007,111.0,34.0,145.0
DOM,Dominican Republic,2008,45.0,8.0,53.0
DOM,Dominican Republic,2009,238.0,17.0,255.0
DOM,Dominican Republic,2010,328.0,15.0,343.0
DOM,Dominican Republic,2011,318.0,15.0,333.0
DOM,Dominican Republic,2012,265.0,19.0,284.0
DOM,Dominican Republic,2013,256.0,12.0,268.0
DOM,Dominican Republic,2014,244.0,16.0,260.0
DOM,Dominican Republic,2015,227.0,25.0,252.0
DOM,Dominican Republic,2016,242.0,28.0,270.0
DOM,Dominican Republic,2017,251.0,20.0,271.0
DOM,Dominican Republic,2018,211.0,17.0,228.0
DOM,Dominican Republic,2019,220.0,23.0,243.0
DOM,Dominican Republic,2020,207.0,10.0,217.0
DOM,Dominican Republic,2021,220.0,7.0,227.0
DZA,Algeria,1980,349.0,5.0,354.0
DZA,Algeria,1981,340.0,14.0,354.0
DZA,Algeria,1982,320.0,14.0,334.0
DZA,Algeria,1983,278.0,30.0,308.0
DZA,Algeria,1984,345.0,30.0,375.0
DZA,Algeria,1988,201.0,5.0,206.0
DZA,Algeria,1989,200.0,4.0,204.0
DZA,Algeria,1990,229.0,6.0,235.0
DZA,Algeria,1991,170.0,6.0,176.0
DZA,Algeria,1992,164.0,10.0,174.0
DZA,Algeria,1993,138.0,8.0,146.0
DZA,Algeria,1994,118.0,27.0,145.0
DZA,Algeria,1995,134.0,28.0,162.0
DZA,Algeria,1996,150.0,50.0,200.0
DZA,Algeria,1997,207.0,34.0,241.0
DZA,Algeria,1998,267.0,42.0,309.0
DZA,Algeria,1999,248.0,36.0,284.0
DZA,Algeria,2000,127.0,32.0,159.0
DZA,Algeria,2001,94.0,51.0,145.0
DZA,Algeria,2002,291.0,43.0,334.0
DZA,Algeria,2003,296.0,30.0,326.0
DZA,Algeria,2004,334.0,58.0,392.0
DZA,Algeria,2005,465.0,59.0,524.0
DZA,Algeria,2006,611.0,58.0,669.0
DZA,Algeria,2007,765.0,84.0,849.0
DZA,Algeria,2010,730.0,76.0,806.0
DZA,Algeria,2011,803.0,94.0,897.0
DZA,Algeria,2012,781.0,119.0,900.0
DZA,Algeria,2013,722.0,118.0,840.0
DZA,Algeria,2014,719.0,94.0,813.0
DZA,Algeria,2015,716.0,89.0,805.0
DZA,Algeria,2016,566.0,106.0,672.0
DZA,Algeria,2017,594.0,149.0,743.0
DZA,Algeria,2018,521.0,152.0,673.0
DZA,Algeria,2019,525.0,113.0,638.0
DZA,Algeria,2020,547.0,163.0,710.0
DZA,Algeria,2021,581.0,268.0,849.0
EAS,East Asia & Pacific,1980,43538.0,174842.0,218380.0
EAS,East Asia & Pacific,1981,18652.0,8816.0,27468.0
EAS,East Asia & Pacific,1982,18968.0,9335.0,28303.0
EAS,East Asia & Pacific,1983,46550.0,237536.0,284086.0
EAS,East Asia & Pacific,1984,52553.0,266660.0,319213.0
EAS,East Asia & Pacific,1985,50154.0,282371.0,332525.0
EAS,East Asia & Pacific,1986,50544.0,298506.0,349050.0
EAS,East Asia & Pacific,1987,57050.0,321054.0,378104.0
EAS,East Asia & Pacific,1988,58618.0,320456.0,379074.0
EAS,East Asia & Pacific,1989,65040.0,330514.0,395554.0
EAS,East Asia & Pacific,1990,66289.0,349337.0,415626.0
EAS,East Asia & Pacific,1991,64338.0,357989.0,422327.0
EAS,East Asia & Pacific,1992,67839.0,365512.0,433351.0
EAS,East Asia & Pacific,1993,68986.0,367734.0,436720.0
EAS,East Asia & Pacific,1994,73315.0,361691.0,435006.0
EAS,East Asia & Pacific,1995,95697.0,407756.0,503453.0
EAS,East Asia & Pacific,1996,120654.0,424249.0,544903.0
EAS,East Asia & Pacific,1997,130334.0,435329.0,565663.0
EAS,East Asia & Pacific,1998,158860.0,428311.0,587171.0
EAS,East Asia & Pacific,1999,158949.0,436757.0,595706.0
EAS,East Asia & Pacific,2000,165812.0,490611.0,656423.0
EAS,East Asia & Pacific,2001,177322.0,496382.0,673704.0
EAS,East Asia & Pacific,2002,177544.0,492283.0,669827.0
EAS,East Asia & Pacific,2003,187296.0,512027.0,699323.0
EAS,East Asia & Pacific,2004,214057.0,546382.0,760439.0
EAS,East Asia & Pacific,2005,243863.0,596811.0,840674.0
EAS,East Asia & Pacific,2006,260213.0,609378.0,869591.0
EAS,East Asia & Pacific,2007,270387.0,629917.0,900304.0
EAS,East Asia & Pacific,2008,271616.0,659377.0,930993.0
EAS,East Asia & Pacific,2009,239908.0,667812.0,907720.0
EAS,East Asia & Pacific,2010,256608.0,731535.0,988143.0
EAS,East Asia & Pacific,2011,276525.0,857546.0,1134071.0
EAS,East Asia & Pacific,2012,282856.0,986823.0,1269679.0
EAS,East Asia & Pacific,2013,301273.0,1146947.0,1448220.0
EAS,East Asia & Pacific,2014,312965.0,1240339.0,1553304.0
EAS,East Asia & Pacific,2015,322725.0,1403980.0,1726705.0
EAS,East Asia & Pacific,2016,320907.0,1638504.0,1959411.0
EAS,East Asia & Pacific,2017,321721.0,1684097.0,2005818.0
EAS,East Asia & Pacific,2018,345379.0,1828229.0,2173608.0
EAS,East Asia & Pacific,2019,361970.0,1679298.0,2041268.0
EAS,East Asia & Pacific,2020,354833.0,1769228.0,2124061.0
ECS,Europe & Central Asia,1980,125951.0,99430.0,225381.0
ECS,Europe & Central Asia,1981,100535.0,93973.0,194508.0
ECS,Europe & Central Asia,1982,92401.0,95118.0,187519.0
ECS,Europe & Central Asia,1983,95965.0,97368.0,193333.0
ECS,Europe & Central Asia,1984,80546.0,97815.0,178361.0
ECS,Europe & Central Asia,1985,81297.0,98000.0,179297.0
ECS,Europe & Central Asia,1986,67976.0,96472.0,164448.0
ECS,Europe & Central Asia,1987,58851.0,97601.0,156452.0
ECS,Europe & Central Asia,1988,65760.0,100976.0,166736.0
ECS,Europe & Central Asia,1989,56163.0,96217.0,152380.0
ECS,Europe & Central Asia,1990,51472.0,90542.0,142014.0
ECS,Europe & Central Asia,1991,67229.0,112316.0,179545.0
ECS,Europe & Central Asia,1992,73990.0,161722.0,235712.0
ECS,Europe & Central Asia,1993,68444.0,166245.0,234689.0
ECS,Europe & Central Asia,1994,66950.0,153787.0,220737.0
ECS,Europe & Central Asia,1995,70301.0,142426.0,212727.0
ECS,Europe & Central Asia,1996,86492.0,163870.0,250362.0
ECS,Europe & Central Asia,1997,96444.0,161961.0,258405.0
ECS,Europe & Central Asia,1998,100868.0,171753.0,272621.0
ECS,Europe & Central Asia,1999,108804.0,191401.0,300205.0
ECS,Europe & Central Asia,2000,120443.0,204843.0,325286.0
ECS,Europe & Central Asia,2001,124178.0,200690.0,324868.0
ECS,Europe & Central Asia,2002,119545.0,190235.0,309780.0
ECS,Europe & Central Asia,2003,121174.0,196039.0,317213.0
ECS,Europe & Central Asia,2004,116622.0,199480.0,316102.0
ECS,Europe & Central Asia,2005,119294.0,200131.0,319425.0
ECS,Europe & Central Asia,2006,118475.0,205797.0,324272.0
ECS,Europe & Central Asia,2007,123606.0,219661.0,343267.0
ECS,Europe & Central Asia,2008,125789.0,224231.0,350020.0
ECS,Europe & Central Asia,2009,111028.0,217062.0,328090.0
ECS,Europe & Central Asia,2010,121885.0,227012.0,348897.0
ECS,Europe & Central Asia,2011,118649.0,222070.0,340719.0
ECS,Europe & Central Asia,2012,127658.0,223012.0,350670.0
ECS,Europe & Central Asia,2013,127925.0,225391.0,353316.0
ECS,Europe & Central Asia,2014,132015.0,221770.0,353785.0
ECS,Europe & Central Asia,2015,139754.0,218330.0,358084.0
ECS,Europe & Central Asia,2016,138799.0,224785.0,363584.0
ECS,Europe & Central Asia,2017,143949.0,222576.0,366525.0
ECS,Europe & Central Asia,2018,147900.0,223725.0,371625.0
ECS,Europe & Central Asia,2019,151430.0,221382.0,372812.0
ECS,Europe & Central Asia,2020,151788.0,215964.0,367752.0
ECU,Ecuador,1980,152.0,35.0,187.0
ECU,Ecuador,1981,180.0,14.0,194.0
ECU,Ecuador,1982,122.0,22.0,144.0
ECU,Ecuador,1983,112.0,24.0,136.0
ECU,Ecuador,1984,96.0,24.0,120.0
ECU,Ecuador,1986,104.0,27.0,131.0
ECU,Ecuador,1987,78.0,21.0,99.0
ECU,Ecuador,1988,97.0,24.0,121.0
ECU,Ecuador,1989,94.0,26.0,120.0
ECU,Ecuador,1991,75.0,13.0,88.0
ECU,Ecuador,1992,84.0,23.0,107.0
ECU,Ecuador,1993,100.0,21.0,121.0
ECU,Ecuador,1994,335.0,4.0,339.0
ECU,Ecuador,1995,270.0,8.0,278.0
ECU,Ecuador,1996,354.0,7.0,361.0
ECU,Ecuador,1997,302.0,8.0,310.0
ECU,Ecuador,1999,475.0,15.0,490.0
ECU,Ecuador,2000,541.0,10.0,551.0
ECU,Ecuador,2001,256.0,7.0,263.0
ECU,Ecuador,2002,101.0,13.0,114.0
ECU,Ecuador,2003,415.0,7.0,422.0
ECU,Ecuador,2004,489.0,14.0,503.0
ECU,Ecuador,2005,580.0,11.0,591.0
ECU,Ecuador,2006,751.0,8.0,759.0
ECU,Ecuador,2007,794.0,4.0,798.0
ECU,Ecuador,2008,847.0,2.0,849.0
ECU,Ecuador,2009,668.0,6.0,674.0
ECU,Ecuador,2010,690.0,4.0,694.0
ECU,Ecuador,2013,475.0,7.0,482.0
ECU,Ecuador,2014,358.0,24.0,382.0
ECU,Ecuador,2015,475.0,20.0,495.0
ECU,Ecuador,2016,329.0,45.0,374.0
ECU,Ecuador,2017,401.0,16.0,417.0
ECU,Ecuador,2018,371.0,34.0,405.0
ECU,Ecuador,2019,408.0,29.0,437.0
ECU,Ecuador,2020,374.0,33.0,407.0
ECU,Ecuador,2021,373.0,35.0,408.0
EGY,"Egypt, Arab Rep.",1980,731.0,76.0,807.0
EGY,"Egypt, Arab Rep.",1981,738.0,59.0,797.0
EGY,"Egypt, Arab Rep.",1982,713.0,53.0,766.0
EGY,"Egypt, Arab Rep.",1983,727.0,88.0,815.0
EGY,"Egypt, Arab Rep.",1984,704.0,128.0,832.0
EGY,"Egypt, Arab Rep.",1985,671.0,168.0,839.0
EGY,"Egypt, Arab Rep.",1986,667.0,142.0,809.0
EGY,"Egypt, Arab Rep.",1987,596.0,170.0,766.0
EGY,"Egypt, Arab Rep.",1988,474.0,190.0,664.0
EGY,"Egypt, Arab Rep.",1989,462.0,186.0,648.0
EGY,"Egypt, Arab Rep.",1990,511.0,278.0,789.0
EGY,"Egypt, Arab Rep.",1991,479.0,308.0,787.0
EGY,"Egypt, Arab Rep.",1992,517.0,301.0,818.0
EGY,"Egypt, Arab Rep.",1993,503.0,328.0,831.0
EGY,"Egypt, Arab Rep.",1994,528.0,308.0,836.0
EGY,"Egypt, Arab Rep.",1995,693.0,408.0,1101.0
EGY,"Egypt, Arab Rep.",1996,706.0,504.0,1210.0
EGY,"Egypt, Arab Rep.",1998,1139.0,494.0,1633.0
EGY,"Egypt, Arab Rep.",1999,1146.0,536.0,1682.0
EGY,"Egypt, Arab Rep.",2000,1081.0,534.0,1615.0
EGY,"Egypt, Arab Rep.",2001,923.0,464.0,1387.0
EGY,"Egypt, Arab Rep.",2002,788.0,627.0,1415.0
EGY,"Egypt, Arab Rep.",2003,626.0,493.0,1119.0
EGY,"Egypt, Arab Rep.",2004,312.0,382.0,694.0
EGY,"Egypt, Arab Rep.",2005,1008.0,428.0,1436.0
EGY,"Egypt, Arab Rep.",2007,1589.0,516.0,2105.0
EGY,"Egypt, Arab Rep.",2008,1649.0,481.0,2130.0
EGY,"Egypt, Arab Rep.",2009,1452.0,490.0,1942.0
EGY,"Egypt, Arab Rep.",2010,1625.0,605.0,2230.0
EGY,"Egypt, Arab Rep.",2011,1591.0,618.0,2209.0
EGY,"Egypt, Arab Rep.",2012,1528.0,683.0,2211.0
EGY,"Egypt, Arab Rep.",2013,1416.0,641.0,2057.0
EGY,"Egypt, Arab Rep.",2014,1384.0,752.0,2136.0
EGY,"Egypt, Arab Rep.",2015,1337.0,718.0,2055.0
EGY,"Egypt, Arab Rep.",2016,1258.0,920.0,2178.0
EGY,"Egypt, Arab Rep.",2017,1254.0,1025.0,2279.0
EGY,"Egypt, Arab Rep.",2018,1258.0,997.0,2255.0
EGY,"Egypt, Arab Rep.",2019,1156.0,1027.0,2183.0
EGY,"Egypt, Arab Rep.",2020,1229.0,978.0,2207.0
EGY,"Egypt, Arab Rep.",2021,1343.0,881.0,2224.0
ESP,Spain,1980,9001.0,1876.0,10877.0
ESP,Spain,1981,8509.0,1718.0,10227.0
ESP,Spain,1982,8555.0,1646.0,10201.0
ESP,Spain,1983,8352.0,1498.0,9850.0
ESP,Spain,1984,8916.0,1784.0,10700.0
ESP,Spain,1985,9149.0,2149.0,11298.0
ESP,Spain,1986,8581.0,1649.0,10230.0
ESP,Spain,1987,2590.0,1720.0,4310.0
ESP,Spain,1988,2209.0,1816.0,4025.0
ESP,Spain,1989,2318.0,2087.0,4405.0
ESP,Spain,1990,1079.0,2218.0,3297.0
ESP,Spain,1991,746.0,2156.0,2902.0
ESP,Spain,1992,561.0,2076.0,2637.0
ESP,Spain,1993,563.0,2165.0,2728.0
ESP,Spain,1994,537.0,2136.0,2673.0
ESP,Spain,1995,553.0,2047.0,2600.0
ESP,Spain,1996,524.0,2274.0,2798.0
ESP,Spain,1997,496.0,2237.0,2733.0
ESP,Spain,1998,476.0,2271.0,2747.0
ESP,Spain,1999,506.0,2439.0,2945.0
ESP,Spain,2000,484.0,2710.0,3194.0
ESP,Spain,2001,467.0,2528.0,2995.0
ESP,Spain,2002,371.0,2763.0,3134.0
ESP,Spain,2003,367.0,2813.0,3180.0
ESP,Spain,2004,313.0,2871.0,3184.0
ESP,Spain,2005,313.0,3040.0,3353.0
ESP,Spain,2006,316.0,3111.0,3427.0
ESP,Spain,2007,265.0,3267.0,3532.0
ESP,Spain,2008,252.0,3632.0,3884.0
ESP,Spain,2009,207.0,3596.0,3803.0
ESP,Spain,2010,213.0,3566.0,3779.0
ESP,Spain,2011,196.0,3430.0,3626.0
ESP,Spain,2012,209.0,3266.0,3475.0
ESP,Spain,2013,218.0,3026.0,3244.0
ESP,Spain,2014,225.0,2953.0,3178.0
ESP,Spain,2015,221.0,2799.0,3020.0
ESP,Spain,2016,177.0,2745.0,2922.0
ESP,Spain,2017,176.0,2167.0,2343.0
ESP,Spain,2018,149.0,1525.0,1674.0
ESP,Spain,2019,159.0,1288.0,1447.0
ESP,Spain,2020,124.0,1431.0,1555.0
ESP,Spain,2021,126.0,1308.0,1434.0
EST,Estonia,1994,452.0,16.0,468.0
EST,Estonia,1995,63.0,16.0,79.0
EST,Estonia,1996,198.0,12.0,210.0
EST,Estonia,1997,360.0,15.0,375.0
EST,Estonia,1998,443.0,20.0,463.0
EST,Estonia,1999,604.0,13.0,617.0
EST,Estonia,2000,791.0,13.0,804.0
EST,Estonia,2001,699.0,18.0,717.0
EST,Estonia,2002,700.0,19.0,719.0
EST,Estonia,2003,584.0,18.0,602.0
EST,Estonia,2004,97.0,27.0,124.0
EST,Estonia,2005,15.0,23.0,38.0
EST,Estonia,2006,9.0,36.0,45.0
EST,Estonia,2007,19.0,44.0,63.0
EST,Estonia,2008,10.0,62.0,72.0
EST,Estonia,2009,20.0,76.0,96.0
EST,Estonia,2010,13.0,84.0,97.0
EST,Estonia,2011,15.0,62.0,77.0
EST,Estonia,2012,5.0,20.0,25.0
EST,Estonia,2013,17.0,25.0,42.0
EST,Estonia,2014,6.0,44.0,50.0
EST,Estonia,2015,6.0,30.0,36.0
EST,Estonia,2016,1.0,29.0,30.0
EST,Estonia,2017,4.0,37.0,41.0
EST,Estonia,2018,6.0,24.0,30.0
EST,Estonia,2019,1.0,31.0,32.0
EST,Estonia,2020,2.0,21.0,23.0
EST,Estonia,2021,1.0,25.0,26.0
ETH,Ethiopia,1996,,3.0,3.0
ETH,Ethiopia,1998,11.0,,11.0
ETH,Ethiopia,1999,18.0,,18.0
ETH,Ethiopia,2000,9.0,3.0,12.0
ETH,Ethiopia,2001,15.0,,15.0
ETH,Ethiopia,2002,12.0,1.0,13.0
ETH,Ethiopia,2003,6.0,3.0,9.0
ETH,Ethiopia,2004,3.0,1.0,4.0
ETH,Ethiopia,2005,4.0,1.0,5.0
ETH,Ethiopia,2006,5.0,5.0,10.0
ETH,Ethiopia,2007,25.0,12.0,37.0
ETH,Ethiopia,2011,34.0,4.0,38.0
ETH,Ethiopia,2012,14.0,,14.0
ETH,Ethiopia,2013,24.0,1.0,25.0
ETH,Ethiopia,2014,22.0,2.0,24.0
ETH,Ethiopia,2015,32.0,18.0,50.0
ETH,Ethiopia,2016,26.0,10.0,36.0
ETH,Ethiopia,2017,39.0,14.0,53.0
ETH,Ethiopia,2018,49.0,13.0,62.0
ETH,Ethiopia,2020,54.0,6.0,60.0
FIN,Finland,1980,2734.0,1356.0,4090.0
FIN,Finland,1981,2809.0,1423.0,4232.0
FIN,Finland,1982,2907.0,1638.0,4545.0
FIN,Finland,1983,3178.0,1719.0,4897.0
FIN,Finland,1984,3408.0,1775.0,5183.0
FIN,Finland,1985,3472.0,1727.0,5199.0
FIN,Finland,1986,3627.0,1754.0,5381.0
FIN,Finland,1987,3941.0,1859.0,5800.0
FIN,Finland,1988,4084.0,1981.0,6065.0
FIN,Finland,1989,4417.0,1948.0,6365.0
FIN,Finland,1990,4410.0,2059.0,6469.0
FIN,Finland,1991,2671.0,2123.0,4794.0
FIN,Finland,1992,3953.0,2052.0,6005.0
FIN,Finland,1993,2052.0,2166.0,4218.0
FIN,Finland,1994,1842.0,2306.0,4148.0
FIN,Finland,1995,1733.0,2058.0,3791.0
FIN,Finland,1996,483.0,2179.0,2662.0
FIN,Finland,1997,250.0,2355.0,2605.0
FIN,Finland,1998,212.0,2471.0,2683.0
FIN,Finland,1999,343.0,2511.0,2854.0
FIN,Finland,2000,324.0,2579.0,2903.0
FIN,Finland,2001,270.0,2390.0,2660.0
FIN,Finland,2002,207.0,2162.0,2369.0
FIN,Finland,2003,215.0,1972.0,2187.0
FIN,Finland,2004,209.0,2011.0,2220.0
FIN,Finland,2005,229.0,1830.0,2059.0
FIN,Finland,2006,202.0,1816.0,2018.0
FIN,Finland,2007,211.0,1804.0,2015.0
FIN,Finland,2008,147.0,1799.0,1946.0
FIN,Finland,2009,127.0,1806.0,1933.0
FIN,Finland,2010,102.0,1731.0,1833.0
FIN,Finland,2011,124.0,1650.0,1774.0
FIN,Finland,2012,129.0,1698.0,1827.0
FIN,Finland,2013,141.0,1596.0,1737.0
FIN,Finland,2014,126.0,1419.0,1545.0
FIN,Finland,2015,127.0,1289.0,1416.0
FIN,Finland,2016,108.0,1260.0,1368.0
FIN,Finland,2017,139.0,1390.0,1529.0
FIN,Finland,2018,100.0,1387.0,1487.0
FIN,Finland,2019,75.0,1321.0,1396.0
FIN,Finland,2020,97.0,1588.0,1685.0
FIN,Finland,2021,105.0,1557.0,1662.0
FJI,Fiji,1980,11.0,2.0,13.0
FJI,Fiji,1981,14.0,,14.0
FJI,Fiji,1985,18.0,,18.0
FJI,Fiji,1986,17.0,,17.0
FRA,France,1980,16989.0,11000.0,27989.0
FRA,France,1981,13723.0,10945.0,24668.0
FRA,France,1982,11561.0,10681.0,22242.0
FRA,France,1983,10029.0,11147.0,21176.0
FRA,France,1984,8867.0,11333.0,20200.0
FRA,France,1985,7543.0,12050.0,19593.0
FRA,France,1986,6369.0,12155.0,18524.0
FRA,France,1987,5875.0,12695.0,18570.0
FRA,France,1988,5194.0,12437.0,17631.0
FRA,France,1989,4986.0,12592.0,17578.0
FRA,France,1990,4260.0,12378.0,16638.0
FRA,France,1991,3908.0,12597.0,16505.0
FRA,France,1992,3547.0,12539.0,16086.0
FRA,France,1993,3402.0,12638.0,16040.0
FRA,France,1994,3520.0,12519.0,16039.0
FRA,France,1995,3477.0,12419.0,15896.0
FRA,France,1996,3484.0,12916.0,16400.0
FRA,France,1997,3637.0,13252.0,16889.0
FRA,France,1998,3544.0,13251.0,16795.0
FRA,France,1999,3282.0,13592.0,16874.0
FRA,France,2000,3483.0,13870.0,17353.0
FRA,France,2001,3605.0,13499.0,17104.0
FRA,France,2002,3389.0,13519.0,16908.0
FRA,France,2003,3339.0,13511.0,16850.0
FRA,France,2004,3060.0,14230.0,17290.0
FRA,France,2005,2948.0,14327.0,17275.0
FRA,France,2006,2720.0,14529.0,17249.0
FRA,France,2007,2387.0,14722.0,17109.0
FRA,France,2008,1761.0,14658.0,16419.0
FRA,France,2009,1593.0,14100.0,15693.0
FRA,France,2010,1832.0,14748.0,16580.0
FRA,France,2011,2099.0,14655.0,16754.0
FRA,France,2012,2092.0,14540.0,16632.0
FRA,France,2013,2196.0,14690.0,16886.0
FRA,France,2014,2033.0,14500.0,16533.0
FRA,France,2015,1994.0,14306.0,16300.0
FRA,France,2016,2012.0,14206.0,16218.0
FRA,France,2017,1832.0,14415.0,16247.0
FRA,France,2018,1919.0,14303.0,16222.0
FRA,France,2019,1766.0,14103.0,15869.0
FRA,France,2020,1542.0,12771.0,14313.0
FRA,France,2021,1373.0,13386.0,14759.0
GBR,United Kingdom,1980,22000.0,19612.0,41612.0
GBR,United Kingdom,1981,18406.0,20808.0,39214.0
GBR,United Kingdom,1982,16563.0,20530.0,37093.0
GBR,United Kingdom,1983,14798.0,19893.0,34691.0
GBR,United Kingdom,1984,13735.0,19093.0,32828.0
GBR,United Kingdom,1985,12293.0,19672.0,31965.0
GBR,United Kingdom,1986,11063.0,20040.0,31103.0
GBR,United Kingdom,1987,10419.0,19945.0,30364.0
GBR,United Kingdom,1988,9935.0,20536.0,30471.0
GBR,United Kingdom,1989,9637.0,19732.0,29369.0
GBR,United Kingdom,1990,8928.0,19310.0,28238.0
GBR,United Kingdom,1991,8357.0,19230.0,27587.0
GBR,United Kingdom,1992,7839.0,18848.0,26687.0
GBR,United Kingdom,1993,7922.0,18727.0,26649.0
GBR,United Kingdom,1994,8081.0,18384.0,26465.0
GBR,United Kingdom,1995,8891.0,18630.0,27521.0
GBR,United Kingdom,1996,9821.0,18184.0,28005.0
GBR,United Kingdom,1997,10171.0,17938.0,28109.0
GBR,United Kingdom,1998,10083.0,19530.0,29613.0
GBR,United Kingdom,1999,10399.0,21333.0,31732.0
GBR,United Kingdom,2000,10697.0,22050.0,32747.0
GBR,United Kingdom,2001,10658.0,21423.0,32081.0
GBR,United Kingdom,2002,10907.0,20624.0,31531.0
GBR,United Kingdom,2003,11198.0,20426.0,31624.0
GBR,United Kingdom,2004,10776.0,19178.0,29954.0
GBR,United Kingdom,2005,10155.0,17833.0,27988.0
GBR,United Kingdom,2006,8261.0,17484.0,25745.0
GBR,United Kingdom,2007,7624.0,17375.0,24999.0
GBR,United Kingdom,2008,6856.0,16523.0,23379.0
GBR,United Kingdom,2009,6480.0,15985.0,22465.0
GBR,United Kingdom,2010,6439.0,15490.0,21929.0
GBR,United Kingdom,2011,6916.0,15343.0,22259.0
GBR,United Kingdom,2012,7865.0,15370.0,23235.0
GBR,United Kingdom,2013,7966.0,14972.0,22938.0
GBR,United Kingdom,2014,7844.0,15196.0,23040.0
GBR,United Kingdom,2015,7934.0,14867.0,22801.0
GBR,United Kingdom,2016,8183.0,13876.0,22059.0
GBR,United Kingdom,2017,8771.0,13301.0,22072.0
GBR,United Kingdom,2018,8076.0,12865.0,20941.0
GBR,United Kingdom,2019,7189.0,12061.0,19250.0
GBR,United Kingdom,2020,8659.0,11990.0,20649.0
GBR,United Kingdom,2021,7263.0,11592.0,18855.0
GEO,Georgia,1992,210.0,365.0,575.0
GEO,Georgia,1993,178.0,502.0,680.0
GEO,Georgia,1994,159.0,386.0,545.0
GEO,Georgia,1995,420.0,287.0,707.0
GEO,Georgia,1996,173.0,288.0,461.0
GEO,Georgia,1997,205.0,263.0,468.0
GEO,Georgia,1998,229.0,277.0,506.0
GEO,Georgia,1999,190.0,265.0,455.0
GEO,Georgia,2000,186.0,232.0,418.0
GEO,Georgia,2001,221.0,254.0,475.0
GEO,Georgia,2002,204.0,194.0,398.0
GEO,Georgia,2003,171.0,195.0,366.0
GEO,Georgia,2004,208.0,249.0,457.0
GEO,Georgia,2005,250.0,225.0,475.0
GEO,Georgia,2006,299.0,236.0,535.0
GEO,Georgia,2007,316.0,248.0,564.0
GEO,Georgia,2008,241.0,222.0,463.0
GEO,Georgia,2009,218.0,256.0,474.0
GEO,Georgia,2010,179.0,183.0,362.0
GEO,Georgia,2011,260.0,138.0,398.0
GEO,Georgia,2012,233.0,139.0,372.0
GEO,Georgia,2013,219.0,114.0,333.0
GEO,Georgia,2014,187.0,110.0,297.0
GEO,Georgia,2015,172.0,99.0,271.0
GEO,Georgia,2016,178.0,96.0,274.0
GEO,Georgia,2017,157.0,75.0,232.0
GEO,Georgia,2018,157.0,103.0,260.0
GEO,Georgia,2019,112.0,85.0,197.0
GEO,Georgia,2020,134.0,81.0,215.0
GEO,Georgia,2021,164.0,90.0,254.0
GHA,Ghana,1980,17.0,,17.0
GHA,Ghana,1981,19.0,,19.0
GHA,Ghana,1982,18.0,,18.0
GHA,Ghana,1983,14.0,,14.0
GHA,Ghana,1986,15.0,,15.0
GHA,Ghana,1987,16.0,,16.0
GHA,Ghana,1989,12.0,,12.0
GHA,Ghana,1990,20.0,,20.0
GHA,Ghana,1991,12.0,,12.0
GHA,Ghana,1992,11.0,,11.0
GHA,Ghana,1994,39.0,,39.0
GHA,Ghana,2016,17.0,14.0,31.0
GHA,Ghana,2017,11.0,15.0,26.0
GHA,Ghana,2018,39.0,13.0,52.0
GHA,Ghana,2020,8.0,12.0,20.0
GMB,"Gambia, The",2015,2.0,,2.0
GMB,"Gambia, The",2016,2.0,,2.0
GMB,"Gambia, The",2017,4.0,,4.0
GMB,"Gambia, The",2019,16.0,,16.0
GMB,"Gambia, The",2020,66.0,,66.0
GMB,"Gambia, The",2021,91.0,,91.0
GRC,Greece,1980,1570.0,1265.0,2835.0
