country_name,country_text_id,year,v2xcl_rol,v2xlg_legcon,v2x_jucon,v2x_liberal,rule_of_law,legislative_checks,judicial_independence,a5_preliminary
Mozambique,MOZ,1933,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1934,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1935,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1936,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1937,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1938,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1939,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1940,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1941,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1942,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1943,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1944,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1945,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1946,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1947,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1948,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1949,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1950,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1951,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1952,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1953,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1954,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1955,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1956,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1957,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1958,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1959,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1960,0.045,0.144,0.172,0.074,0.045,0.144,0.172,0.11139999999999999
Mozambique,MOZ,1961,0.041,0.144,0.172,0.073,0.041,0.144,0.172,0.1098
Mozambique,MOZ,1962,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1963,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1964,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1965,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1966,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1967,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1968,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1969,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1970,0.039,0.144,0.172,0.072,0.039,0.144,0.172,0.10899999999999999
Mozambique,MOZ,1971,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1972,0.04,0.144,0.172,0.073,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1973,0.04,0.144,0.172,0.122,0.04,0.144,0.172,0.10939999999999998
Mozambique,MOZ,1974,0.04,0.1,0.162,0.109,0.04,0.1,0.162,0.0915
Mozambique,MOZ,1975,0.141,0.172,0.217,0.183,0.141,0.172,0.217,0.17084999999999997
Mozambique,MOZ,1976,0.135,0.172,0.197,0.176,0.135,0.172,0.197,0.16344999999999998
Mozambique,MOZ,1977,0.135,0.137,0.197,0.165,0.135,0.137,0.197,0.1512
Mozambique,MOZ,1978,0.135,0.137,0.197,0.165,0.135,0.137,0.197,0.1512
Mozambique,MOZ,1979,0.135,0.137,0.197,0.165,0.135,0.137,0.197,0.1512
Mozambique,MOZ,1980,0.138,0.137,0.189,0.164,0.138,0.137,0.189,0.1504
Mozambique,MOZ,1981,0.138,0.137,0.189,0.164,0.138,0.137,0.189,0.1504
Mozambique,MOZ,1982,0.138,0.137,0.189,0.164,0.138,0.137,0.189,0.1504
Mozambique,MOZ,1983,0.138,0.137,0.189,0.164,0.138,0.137,0.189,0.1504
Mozambique,MOZ,1984,0.14,0.137,0.189,0.163,0.14,0.137,0.189,0.1512
Mozambique,MOZ,1985,0.14,0.137,0.189,0.163,0.14,0.137,0.189,0.1512
Mozambique,MOZ,1986,0.14,0.137,0.189,0.163,0.14,0.137,0.189,0.1512
Mozambique,MOZ,1987,0.163,0.137,0.189,0.173,0.163,0.137,0.189,0.1604
Mozambique,MOZ,1988,0.167,0.137,0.189,0.173,0.167,0.137,0.189,0.16200000000000003
Mozambique,MOZ,1989,0.167,0.137,0.189,0.173,0.167,0.137,0.189,0.16200000000000003
Mozambique,MOZ,1990,0.45,0.137,0.527,0.38,0.45,0.137,0.527,0.3597
Mozambique,MOZ,1991,0.502,0.137,0.622,0.423,0.502,0.137,0.622,0.40425
Mozambique,MOZ,1992,0.539,0.137,0.6,0.427,0.539,0.137,0.6,0.41355
Mozambique,MOZ,1993,0.598,0.137,0.6,0.446,0.598,0.137,0.6,0.43715000000000004
Mozambique,MOZ,1994,0.653,0.392,0.6,0.547,0.653,0.392,0.6,0.5484
Mozambique,MOZ,1995,0.686,0.412,0.604,0.565,0.686,0.412,0.604,0.5696
Mozambique,MOZ,1996,0.686,0.412,0.604,0.565,0.686,0.412,0.604,0.5696
Mozambique,MOZ,1997,0.665,0.412,0.604,0.56,0.665,0.412,0.604,0.5612
Mozambique,MOZ,1998,0.665,0.412,0.604,0.56,0.665,0.412,0.604,0.5612
Mozambique,MOZ,1999,0.665,0.412,0.604,0.56,0.665,0.412,0.604,0.5612
Mozambique,MOZ,2000,0.686,0.412,0.71,0.604,0.686,0.412,0.71,0.5961000000000001
Mozambique,MOZ,2001,0.686,0.412,0.71,0.604,0.686,0.412,0.71,0.5961000000000001
Mozambique,MOZ,2002,0.686,0.412,0.704,0.599,0.686,0.412,0.704,0.5946
Mozambique,MOZ,2003,0.686,0.412,0.714,0.603,0.686,0.412,0.714,0.5971
Mozambique,MOZ,2004,0.686,0.412,0.692,0.597,0.686,0.412,0.692,0.5916
Mozambique,MOZ,2005,0.667,0.412,0.671,0.581,0.667,0.412,0.671,0.5787500000000001
Mozambique,MOZ,2006,0.667,0.412,0.671,0.581,0.667,0.412,0.671,0.5787500000000001
Mozambique,MOZ,2007,0.667,0.412,0.671,0.581,0.667,0.412,0.671,0.5787500000000001
Mozambique,MOZ,2008,0.673,0.412,0.671,0.582,0.673,0.412,0.671,0.58115
Mozambique,MOZ,2009,0.664,0.412,0.671,0.58,0.664,0.412,0.671,0.57755
Mozambique,MOZ,2010,0.679,0.431,0.697,0.598,0.679,0.431,0.697,0.5967
Mozambique,MOZ,2011,0.672,0.431,0.697,0.598,0.672,0.431,0.697,0.5939
Mozambique,MOZ,2012,0.675,0.431,0.697,0.597,0.675,0.431,0.697,0.5951
Mozambique,MOZ,2013,0.68,0.431,0.694,0.601,0.68,0.431,0.694,0.5963499999999999
Mozambique,MOZ,2014,0.666,0.462,0.694,0.604,0.666,0.462,0.694,0.6016
Mozambique,MOZ,2015,0.631,0.472,0.668,0.59,0.631,0.472,0.668,0.5846
Mozambique,MOZ,2016,0.621,0.457,0.643,0.572,0.621,0.457,0.643,0.5690999999999999
Mozambique,MOZ,2017,0.584,0.46,0.662,0.565,0.584,0.46,0.662,0.5601
Mozambique,MOZ,2018,0.542,0.469,0.654,0.556,0.542,0.469,0.654,0.54445
Mozambique,MOZ,2019,0.534,0.451,0.589,0.528,0.534,0.451,0.589,0.5186999999999999
Mozambique,MOZ,2020,0.532,0.375,0.61,0.502,0.532,0.375,0.61,0.49654999999999994
Mozambique,MOZ,2021,0.526,0.429,0.601,0.516,0.526,0.429,0.601,0.5108
Mozambique,MOZ,2022,0.534,0.425,0.592,0.517,0.534,0.425,0.592,0.51035
Mozambique,MOZ,2023,0.505,0.385,0.587,0.49,0.505,0.385,0.587,0.4835
Mozambique,MOZ,2024,0.415,0.306,0.501,0.406,0.415,0.306,0.501,0.39835
Nepal,NPL,1789,0.027,,,,0.027,,,
Nepal,NPL,1790,0.027,,,,0.027,,,
Nepal,NPL,1791,0.027,,,,0.027,,,
Nepal,NPL,1792,0.027,,,,0.027,,,
Nepal,NPL,1793,0.027,,,,0.027,,,
Nepal,NPL,1794,0.027,,,,0.027,,,
Nepal,NPL,1795,0.027,,,,0.027,,,
Nepal,NPL,1796,0.027,,,,0.027,,,
Nepal,NPL,1797,0.027,,,,0.027,,,
Nepal,NPL,1798,0.027,,,,0.027,,,
Nepal,NPL,1799,0.027,,,,0.027,,,
Nepal,NPL,1800,0.027,,,,0.027,,,
Nepal,NPL,1801,0.027,,,,0.027,,,
Nepal,NPL,1802,0.027,,,,0.027,,,
Nepal,NPL,1803,0.027,,,,0.027,,,
Nepal,NPL,1804,0.027,,,,0.027,,,
Nepal,NPL,1805,0.027,,,,0.027,,,
Nepal,NPL,1806,0.027,,,,0.027,,,
Nepal,NPL,1807,0.027,,,,0.027,,,
Nepal,NPL,1808,0.027,,,,0.027,,,
Nepal,NPL,1809,0.027,,,,0.027,,,
Nepal,NPL,1810,0.027,,,,0.027,,,
Nepal,NPL,1811,0.027,,,,0.027,,,
Nepal,NPL,1812,0.027,,,,0.027,,,
Nepal,NPL,1813,0.027,,,,0.027,,,
Nepal,NPL,1814,0.027,,,,0.027,,,
Nepal,NPL,1815,0.027,,,,0.027,,,
Nepal,NPL,1816,0.027,,,,0.027,,,
Nepal,NPL,1817,0.027,,,,0.027,,,
Nepal,NPL,1818,0.027,,,,0.027,,,
Nepal,NPL,1819,0.027,,,,0.027,,,
Nepal,NPL,1820,0.027,,,,0.027,,,
Nepal,NPL,1821,0.027,,,,0.027,,,
Nepal,NPL,1822,0.027,,,,0.027,,,
Nepal,NPL,1823,0.027,,,,0.027,,,
Nepal,NPL,1824,0.027,,,,0.027,,,
Nepal,NPL,1825,0.027,,,,0.027,,,
Nepal,NPL,1826,0.027,,,,0.027,,,
Nepal,NPL,1827,0.027,,,,0.027,,,
Nepal,NPL,1828,0.027,,,,0.027,,,
Nepal,NPL,1829,0.027,,,,0.027,,,
Nepal,NPL,1830,0.027,,,,0.027,,,
Nepal,NPL,1831,0.027,,,,0.027,,,
Nepal,NPL,1832,0.027,,,,0.027,,,
Nepal,NPL,1833,0.027,,,,0.027,,,
Nepal,NPL,1834,0.027,,,,0.027,,,
Nepal,NPL,1835,0.027,,,,0.027,,,
Nepal,NPL,1836,0.027,,,,0.027,,,
Nepal,NPL,1837,0.027,,,,0.027,,,
Nepal,NPL,1838,0.027,,,,0.027,,,
Nepal,NPL,1839,0.027,,,,0.027,,,
Nepal,NPL,1840,0.027,,,,0.027,,,
Nepal,NPL,1841,0.027,,,,0.027,,,
Nepal,NPL,1842,0.027,,,,0.027,,,
Nepal,NPL,1843,0.027,,,,0.027,,,
Nepal,NPL,1844,0.027,,,,0.027,,,
Nepal,NPL,1845,0.027,,,,0.027,,,
Nepal,NPL,1846,0.01,,,,0.01,,,
Nepal,NPL,1847,0.01,,,,0.01,,,
Nepal,NPL,1848,0.01,,,,0.01,,,
Nepal,NPL,1849,0.01,,,,0.01,,,
Nepal,NPL,1850,0.01,,,,0.01,,,
Nepal,NPL,1851,0.01,,,,0.01,,,
Nepal,NPL,1852,0.01,,,,0.01,,,
Nepal,NPL,1853,0.011,,,,0.011,,,
Nepal,NPL,1854,0.011,,,,0.011,,,
Nepal,NPL,1855,0.011,,,,0.011,,,
Nepal,NPL,1856,0.011,,,,0.011,,,
Nepal,NPL,1857,0.011,,,,0.011,,,
Nepal,NPL,1858,0.011,,,,0.011,,,
Nepal,NPL,1859,0.011,,,,0.011,,,
Nepal,NPL,1860,0.011,,,,0.011,,,
Nepal,NPL,1861,0.011,,,,0.011,,,
Nepal,NPL,1862,0.011,,,,0.011,,,
Nepal,NPL,1863,0.011,,,,0.011,,,
Nepal,NPL,1864,0.011,,,,0.011,,,
Nepal,NPL,1865,0.011,,,,0.011,,,
Nepal,NPL,1866,0.011,,,,0.011,,,
Nepal,NPL,1867,0.011,,,,0.011,,,
Nepal,NPL,1868,0.011,,,,0.011,,,
Nepal,NPL,1869,0.011,,,,0.011,,,
Nepal,NPL,1870,0.011,,,,0.011,,,
Nepal,NPL,1871,0.011,,,,0.011,,,
Nepal,NPL,1872,0.011,,,,0.011,,,
Nepal,NPL,1873,0.011,,,,0.011,,,
Nepal,NPL,1874,0.011,,,,0.011,,,
Nepal,NPL,1875,0.011,,,,0.011,,,
Nepal,NPL,1876,0.011,,,,0.011,,,
Nepal,NPL,1877,0.011,,,,0.011,,,
Nepal,NPL,1878,0.011,,,,0.011,,,
Nepal,NPL,1879,0.011,,,,0.011,,,
Nepal,NPL,1880,0.011,,,,0.011,,,
Nepal,NPL,1881,0.011,,,,0.011,,,
Nepal,NPL,1882,0.011,,,,0.011,,,
Nepal,NPL,1883,0.009,,,,0.009,,,
Nepal,NPL,1884,0.009,,,,0.009,,,
Nepal,NPL,1885,0.009,,,,0.009,,,
Nepal,NPL,1886,0.009,,,,0.009,,,
Nepal,NPL,1887,0.009,,,,0.009,,,
Nepal,NPL,1888,0.009,,,,0.009,,,
Nepal,NPL,1889,0.009,,,,0.009,,,
Nepal,NPL,1890,0.009,,,,0.009,,,
Nepal,NPL,1891,0.009,,,,0.009,,,
Nepal,NPL,1892,0.009,,,,0.009,,,
Nepal,NPL,1893,0.009,,,,0.009,,,
Nepal,NPL,1894,0.009,,,,0.009,,,
Nepal,NPL,1895,0.009,,,,0.009,,,
Nepal,NPL,1896,0.009,,,,0.009,,,
Nepal,NPL,1897,0.009,,,,0.009,,,
Nepal,NPL,1898,0.009,,,,0.009,,,
Nepal,NPL,1899,0.009,,,,0.009,,,
Nepal,NPL,1900,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1901,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1902,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1903,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1904,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1905,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1906,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1907,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1908,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1909,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1910,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1911,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1912,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1913,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1914,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1915,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1916,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1917,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1918,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1919,0.009,,0.208,0.074,0.009,,0.208,
Nepal,NPL,1920,0.009,,0.208,0.075,0.009,,0.208,
Nepal,NPL,1921,0.01,,0.208,0.074,0.01,,0.208,
Nepal,NPL,1922,0.01,,0.208,0.074,0.01,,0.208,
Nepal,NPL,1923,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1924,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1925,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1926,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1927,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1928,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1929,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1930,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1931,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1932,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1933,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1934,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1935,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1936,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1937,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1938,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1939,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1940,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1941,0.008,,0.208,0.074,0.008,,0.208,
Nepal,NPL,1942,0.008,,0.208,0.073,0.008,,0.208,
Nepal,NPL,1943,0.008,,0.208,0.073,0.008,,0.208,
Nepal,NPL,1944,0.008,,0.208,0.073,0.008,,0.208,
Nepal,NPL,1945,0.008,,0.208,0.073,0.008,,0.208,
Nepal,NPL,1946,0.008,,0.208,0.073,0.008,,0.208,
Nepal,NPL,1947,0.01,,0.208,0.074,0.01,,0.208,
Nepal,NPL,1948,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1949,0.01,,0.208,0.075,0.01,,0.208,
Nepal,NPL,1950,0.029,,0.217,0.083,0.029,,0.217,
Nepal,NPL,1951,0.165,,0.423,0.202,0.165,,0.423,
Nepal,NPL,1952,0.207,,0.423,0.212,0.207,,0.423,
Nepal,NPL,1953,0.22,,0.423,0.219,0.22,,0.423,
Nepal,NPL,1954,0.22,,0.423,0.219,0.22,,0.423,
Nepal,NPL,1955,0.22,,0.423,0.219,0.22,,0.423,
Nepal,NPL,1956,0.22,,0.432,0.221,0.22,,0.432,
Nepal,NPL,1957,0.22,,0.42,0.216,0.22,,0.42,
Nepal,NPL,1958,0.218,,0.42,0.216,0.218,,0.42,
Nepal,NPL,1959,0.257,0.503,0.42,0.37,0.257,0.503,0.42,0.38384999999999997
Nepal,NPL,1960,0.195,0.4,0.382,0.333,0.195,0.4,0.382,0.3135
Nepal,NPL,1961,0.16,0.492,0.409,0.192,0.16,0.492,0.409,0.33845
Nepal,NPL,1962,0.157,0.492,0.345,0.171,0.157,0.492,0.345,0.32125
Nepal,NPL,1963,0.164,0.294,0.353,0.278,0.164,0.294,0.353,0.25675
Nepal,NPL,1964,0.181,0.294,0.353,0.28,0.181,0.294,0.353,0.26355
Nepal,NPL,1965,0.189,0.294,0.353,0.285,0.189,0.294,0.353,0.26675
Nepal,NPL,1966,0.189,0.294,0.353,0.285,0.189,0.294,0.353,0.26675
Nepal,NPL,1967,0.189,0.294,0.353,0.285,0.189,0.294,0.353,0.26675
Nepal,NPL,1968,0.189,0.294,0.353,0.285,0.189,0.294,0.353,0.26675
Nepal,NPL,1969,0.189,0.294,0.353,0.285,0.189,0.294,0.353,0.26675
Nepal,NPL,1970,0.194,0.294,0.353,0.287,0.194,0.294,0.353,0.26875
Nepal,NPL,1971,0.194,0.269,0.399,0.297,0.194,0.269,0.399,0.2715
Nepal,NPL,1972,0.195,0.269,0.356,0.285,0.195,0.269,0.356,0.26115
Nepal,NPL,1973,0.194,0.269,0.356,0.287,0.194,0.269,0.356,0.26075000000000004
Nepal,NPL,1974,0.194,0.269,0.356,0.287,0.194,0.269,0.356,0.26075000000000004
Nepal,NPL,1975,0.192,0.269,0.356,0.286,0.192,0.269,0.356,0.25995
Nepal,NPL,1976,0.195,0.269,0.356,0.284,0.195,0.269,0.356,0.26115
Nepal,NPL,1977,0.195,0.269,0.356,0.284,0.195,0.269,0.356,0.26115
Nepal,NPL,1978,0.194,0.269,0.356,0.284,0.194,0.269,0.356,0.26075000000000004
Nepal,NPL,1979,0.188,0.269,0.356,0.283,0.188,0.269,0.356,0.25834999999999997
Nepal,NPL,1980,0.227,0.468,0.358,0.358,0.227,0.468,0.358,0.34409999999999996
Nepal,NPL,1981,0.227,0.468,0.339,0.35,0.227,0.468,0.339,0.33935
Nepal,NPL,1982,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1983,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1984,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1985,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1986,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1987,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1988,0.228,0.468,0.339,0.349,0.228,0.468,0.339,0.33975
Nepal,NPL,1989,0.226,0.468,0.339,0.348,0.226,0.468,0.339,0.33895
Nepal,NPL,1990,0.454,0.7,0.659,0.595,0.454,0.7,0.659,0.59135
Nepal,NPL,1991,0.603,0.748,0.788,0.702,0.603,0.748,0.788,0.7
Nepal,NPL,1992,0.603,0.748,0.789,0.705,0.603,0.748,0.789,0.70025
Nepal,NPL,1993,0.618,0.753,0.789,0.715,0.618,0.753,0.789,0.7080000000000001
Nepal,NPL,1994,0.618,0.753,0.789,0.715,0.618,0.753,0.789,0.7080000000000001
Nepal,NPL,1995,0.584,0.736,0.784,0.699,0.584,0.736,0.784,0.6872
Nepal,NPL,1996,0.541,0.736,0.791,0.683,0.541,0.736,0.791,0.6717500000000001
Nepal,NPL,1997,0.56,0.736,0.791,0.689,0.56,0.736,0.791,0.67935
Nepal,NPL,1998,0.562,0.736,0.791,0.692,0.562,0.736,0.791,0.68015
Nepal,NPL,1999,0.562,0.736,0.791,0.692,0.562,0.736,0.791,0.68015
Nepal,NPL,2000,0.543,0.754,0.801,0.692,0.543,0.754,0.801,0.68135
Nepal,NPL,2001,0.513,0.754,0.769,0.67,0.513,0.754,0.769,0.66135
Nepal,NPL,2002,0.503,0.754,0.735,0.597,0.503,0.754,0.735,0.6488499999999999
Nepal,NPL,2003,0.505,0.75,0.735,0.409,0.505,0.75,0.735,0.64825
Nepal,NPL,2004,0.505,0.75,0.739,0.413,0.505,0.75,0.739,0.64925
Nepal,NPL,2005,0.561,0.75,0.713,0.423,0.561,0.75,0.713,0.66515
Nepal,NPL,2006,0.642,0.752,0.717,0.618,0.642,0.752,0.717,0.69925
Nepal,NPL,2007,0.763,0.8,0.802,0.779,0.763,0.8,0.802,0.7857
Nepal,NPL,2008,0.774,0.89,0.801,0.811,0.774,0.89,0.801,0.82135
Nepal,NPL,2009,0.804,0.917,0.784,0.823,0.804,0.917,0.784,0.8385500000000001
Nepal,NPL,2010,0.809,0.917,0.784,0.827,0.809,0.917,0.784,0.8405500000000001
Nepal,NPL,2011,0.807,0.917,0.814,0.838,0.807,0.917,0.814,0.8472500000000001
Nepal,NPL,2012,0.812,0.917,0.814,0.659,0.812,0.917,0.814,0.8492500000000001
Nepal,NPL,2013,0.732,0.817,0.768,0.497,0.732,0.817,0.768,0.77075
Nepal,NPL,2014,0.754,0.893,0.762,0.774,0.754,0.893,0.762,0.80465
Nepal,NPL,2015,0.767,0.923,0.816,0.826,0.767,0.923,0.816,0.83385
Nepal,NPL,2016,0.774,0.934,0.823,0.835,0.774,0.934,0.823,0.84225
Nepal,NPL,2017,0.786,0.934,0.823,0.84,0.786,0.934,0.823,0.84705
Nepal,NPL,2018,0.76,0.878,0.826,0.811,0.76,0.878,0.826,0.8178
Nepal,NPL,2019,0.734,0.862,0.744,0.772,0.734,0.862,0.744,0.7812999999999999
Nepal,NPL,2020,0.738,0.884,0.746,0.785,0.738,0.884,0.746,0.7911
Nepal,NPL,2021,0.724,0.884,0.78,0.786,0.724,0.884,0.78,0.794
Nepal,NPL,2022,0.74,0.819,0.785,0.773,0.74,0.819,0.785,0.7788999999999999
Nepal,NPL,2023,0.74,0.737,0.785,0.742,0.74,0.737,0.785,0.7502
Nepal,NPL,2024,0.734,0.807,0.773,0.76,0.734,0.807,0.773,0.7693
Nicaragua,NIC,1838,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1839,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1840,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1841,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1842,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1843,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1844,0.114,0.064,0.114,0.109,0.114,0.064,0.114,0.0965
Nicaragua,NIC,1845,0.069,0.064,0.114,0.094,0.069,0.064,0.114,0.0785
Nicaragua,NIC,1846,0.111,0.064,0.114,0.107,0.111,0.064,0.114,0.0953
Nicaragua,NIC,1847,0.111,0.064,0.114,0.107,0.111,0.064,0.114,0.0953
Nicaragua,NIC,1848,0.111,0.064,0.114,0.107,0.111,0.064,0.114,0.0953
Nicaragua,NIC,1849,0.111,0.064,0.114,0.107,0.111,0.064,0.114,0.0953
Nicaragua,NIC,1850,0.082,0.064,0.114,0.097,0.082,0.064,0.114,0.0837
Nicaragua,NIC,1851,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1852,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1853,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1854,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1855,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1856,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1857,0.071,0.064,0.114,0.093,0.071,0.064,0.114,0.0793
Nicaragua,NIC,1858,0.198,0.064,0.163,0.152,0.198,0.064,0.163,0.14235
Nicaragua,NIC,1859,0.198,0.064,0.163,0.152,0.198,0.064,0.163,0.14235
Nicaragua,NIC,1860,0.214,0.064,0.163,0.157,0.214,0.064,0.163,0.14875000000000002
Nicaragua,NIC,1861,0.214,0.064,0.163,0.157,0.214,0.064,0.163,0.14875000000000002
Nicaragua,NIC,1862,0.299,0.064,0.163,0.185,0.299,0.064,0.163,0.18275
Nicaragua,NIC,1863,0.211,0.064,0.163,0.157,0.211,0.064,0.163,0.14755000000000001
Nicaragua,NIC,1864,0.3,0.064,0.163,0.187,0.3,0.064,0.163,0.18315
Nicaragua,NIC,1865,0.3,0.064,0.163,0.187,0.3,0.064,0.163,0.18315
Nicaragua,NIC,1866,0.246,0.064,0.163,0.168,0.246,0.064,0.163,0.16155
